,id,content
1354,{Y4L1-B8DR64YL-7886GFYA},"[(60, 0.9553677), (80, 0.029498482)]"
1355,{O6W9-K8EN15OE-9997WISD},"[(7, 0.9745221)]"
1356,{C2U6-V5SB82NQ-4194YUSM},"[(56, 0.98012614)]"
1357,{A1K1-H1MA02LD-1952ZPLK},"[(34, 0.18320963), (53, 0.7356508), (60, 0.06310678)]"
1358,{P5E7-F3QU36OM-0159KKFB},"[(22, 0.9707754)]"
1359,{W4H4-U4CK03SV-8067HDMH},"[(90, 0.98471415)]"
1360,{E7O0-C5LQ84MG-8782SITY},"[(43, 0.8416987), (90, 0.13862647)]"
1361,{G7T7-U6YR47DP-1650MTLG},"[(49, 0.97239685)]"
1362,{C5X0-M5RM77NR-6130ULQX},"[(32, 0.25659135), (84, 0.49221838), (92, 0.2338048)]"
1363,{D4B7-G6KE14PF-7918MTKV},"[(23, 0.18484218), (28, 0.106695145), (73, 0.6861299)]"
1364,{R5G3-A2OJ28SX-5193IDHP},"[(22, 0.8826694), (31, 0.09911463)]"
1365,{B6N2-C3PE25KW-6798VSPY},"[(19, 0.4303906), (37, 0.18294959), (88, 0.37144643)]"
1366,{R1O0-G7TY99XT-7881DQJV},"[(40, 0.2216634), (53, 0.39665198), (56, 0.11460472), (57, 0.045983363), (79, 0.20871203)]"
1367,{L8T9-Z0ZV07CJ-5470EAPP},"[(15, 0.4671028), (23, 0.5119692)]"
1368,{F5U4-R1IU65TX-9935AKCU},"[(57, 0.9774206)]"
1369,{E3W5-D7ZB25AG-2066REVF},"[(11, 0.26982427), (21, 0.03573385), (41, 0.6732742)]"
1370,{J3Y8-K9FG44IQ-0860BQRH},"[(77, 0.3938315), (84, 0.5860929)]"
1371,{J0R9-C7OP22SM-7072VYCG},"[(37, 0.69411397), (88, 0.12791367), (98, 0.1558448)]"
1372,{A2E2-K3MR25JS-0651VKIO},"[(3, 0.48832187), (82, 0.06734719), (91, 0.42404628)]"
1373,{N5A3-Z2LQ64UK-7509GEKY},"[(6, 0.97592825)]"
1374,{K5P1-J0CH37WG-9424TMGI},"[(38, 0.6182726), (44, 0.15111153), (87, 0.21074435)]"
1375,{O4K0-B4US70BG-6304JTGI},"[(69, 0.039691553), (87, 0.94023114)]"
1376,{O7E6-A5PT18GT-2511UYWV},"[(0, 0.5047652), (44, 0.43583083), (73, 0.04529353)]"
1377,{C1Q9-N9CP51RB-0902XRZO},"[(59, 0.87790537), (78, 0.10116672)]"
1378,{G7U2-F9IF38BW-5110FXPP},"[(63, 0.64576), (86, 0.33285663)]"
1379,{Q5M0-V3JY15ZT-4508SYSM},"[(94, 0.97142494)]"
1380,{J4D8-N5DL63AY-4565VQXE},"[(25, 0.9792967)]"
1381,{T8Y6-N0VR69UT-9397SYJH},"[(26, 0.32919765), (81, 0.06737666), (96, 0.58844644)]"
1382,{Y6O5-Y9DK89JR-4373CMLU},"[(59, 0.15657029), (68, 0.7965358), (78, 0.021926083)]"
1383,{D1R8-H4RL91AG-8462PMGE},"[(45, 0.98159945)]"
1384,{E7Z6-V9SF78QC-2596RJAN},"[(58, 0.0259221), (71, 0.9535846)]"
1385,{U7I2-J0EQ12KN-1609YJCG},"[(52, 0.6329649), (71, 0.11409918), (90, 0.22951207)]"
1386,{T8K9-W9TM97WY-7880DTRU},"[(39, 0.20311396), (52, 0.77900153)]"
1387,{A7C2-F2WH16SO-6316RNUJ},"[(27, 0.50131893), (56, 0.4793949)]"
1388,{C7C0-W6TT72UM-0422XIEF},"[(27, 0.9774164)]"
1389,{R3R9-Y1ZR94MX-9044LCAO},"[(10, 0.29214346), (36, 0.50991225), (37, 0.17957425)]"
1390,{N8G0-X3EX77OT-9722RKUQ},"[(76, 0.07263673), (94, 0.90500855)]"
1391,{B4F3-P1NP80VC-0741HURN},"[(24, 0.61047167), (39, 0.36717215)]"
1392,{V9T1-Y9IE62YL-4487JQAX},"[(14, 0.16962522), (57, 0.75660604), (89, 0.055045042)]"
1393,{B0N8-I9NR12YL-7883PYXL},"[(20, 0.36400706), (43, 0.6136367)]"
1394,{U5M3-D8MJ51ZW-7370TZRK},"[(4, 0.25762114), (87, 0.7200282)]"
1395,{A9R5-T3EE98BR-5789WXTJ},"[(25, 0.31642255), (68, 0.31702775), (82, 0.15382123), (85, 0.19265163)]"
1396,{H6H9-E8MJ85AY-2654GFJX},"[(30, 0.8754319), (40, 0.102210775)]"
1397,{N3M2-P5WB10LY-0111XIWS},"[(16, 0.7505203), (39, 0.018151633), (48, 0.20706418)]"
1398,{L3S0-V0HP02SS-2801WJRF},"[(40, 0.42993295), (54, 0.47831294), (73, 0.07784489)]"
1399,{R5V5-Z5BA45OY-6662FTXM},"[(35, 0.6982254), (55, 0.2719454)]"
1400,{B0G5-K7TA66FN-7604SLLJ},"[(57, 0.93064404), (78, 0.050438758)]"
1401,{J5M0-K4QR43CQ-1982WFJW},"[(13, 0.016114952), (55, 0.4481039), (97, 0.51549697)]"
1402,{B3O3-A3DB19ZN-7306BUOL},"[(23, 0.025695814), (59, 0.67792225), (92, 0.27474666)]"
1403,{J8L8-F0IU93SK-7452OWRW},"[(11, 0.97385263)]"
1404,{A4Q2-C2IP35WF-4784ZSMA},"[(0, 0.5469836), (4, 0.034322854), (10, 0.40190595)]"
1405,{T4Y7-X0GV16BF-0304MCEH},"[(43, 0.9788585)]"
1406,{F7A1-D1XX99TT-8488BWKE},"[(4, 0.96794534)]"
1407,{E5Z3-R8RU90DR-4574UFIJ},"[(31, 0.86475205), (34, 0.11799162)]"
1408,{C4L3-U7RB53KW-9967XJUC},"[(76, 0.29605493), (91, 0.6846581)]"
1409,{Q1N9-N0LH48SO-0645IUMK},"[(11, 0.14749572), (20, 0.61114186), (22, 0.22540075)]"
1410,{L0M2-U4CL74XG-3345WRDV},"[(5, 0.156823), (40, 0.014782272), (64, 0.81131303)]"
1411,{V0D7-T9KE48CF-8499ZINM},"[(70, 0.96894944)]"
1412,{R2X9-D4RK70EU-1894TWAJ},"[(9, 0.18644615), (17, 0.10039464), (59, 0.018728882), (63, 0.5636218), (92, 0.11590833)]"
1413,{R7T9-Z2TN70YQ-8346OZDL},"[(29, 0.33504578), (95, 0.64882904)]"
1414,{X1A0-L2MR42KD-7750JLBP},"[(52, 0.48402646), (79, 0.49840775)]"
1415,{R4E5-I1ZI13FX-7266AYJA},"[(76, 0.67630166), (91, 0.29476628)]"
1416,{J9R0-Q9SF26WS-6263SBSL},"[(65, 0.09276935), (82, 0.8883168)]"
1417,{P8I9-H9YW70TX-0358HOPH},"[(44, 0.36141655), (45, 0.62245774)]"
1418,{Y8M4-L9KA17XQ-0621AJEG},"[(6, 0.7688529), (60, 0.21065377)]"
1419,{M8G1-D4HH15FH-8561YTZY},"[(74, 0.039481293), (84, 0.15174262), (89, 0.788907)]"
1420,{S0P2-J3DM29QM-6662NYDI},"[(14, 0.014053469), (40, 0.30987626), (86, 0.65394354)]"
1421,{L1P9-O1QF84SA-0477ZFVU},"[(60, 0.9861992)]"
1422,{S5U2-S4PP87WG-9436QYBH},"[(6, 0.97791886)]"
1423,{L1Q4-E0FC84HK-0966AVOD},"[(37, 0.9793004)]"
1424,{T8I4-L5CT51HV-6087KJOO},"[(20, 0.09512624), (37, 0.32698536), (39, 0.030971538), (46, 0.52486074)]"
1425,{O8Z8-A6NX17FX-7910VRBV},"[(47, 0.733819), (49, 0.13384795), (90, 0.113241985)]"
1426,{W4P1-Y1KI22LV-5261XKFG},"[(20, 0.5549914), (41, 0.4231498)]"
1427,{S0F8-K6CE45CV-1640WTDJ},"[(51, 0.9757655)]"
1428,{A2C1-Y7ZQ12AR-7546AEYX},"[(35, 0.6509247), (66, 0.13379818), (79, 0.1981969)]"
1429,{Z7A4-N3GT86OU-2654KMUY},"[(14, 0.6107778), (69, 0.36784032)]"
1430,{J5P3-R5ZF75QV-9529OHFB},"[(1, 0.13089232), (82, 0.8494344)]"
1431,{S0B5-N0WT02XB-1236VZFZ},"[(86, 0.7384199), (93, 0.24108833)]"
1432,{J2I6-J0JY40NO-7729UUCH},"[(35, 0.5917721), (81, 0.12603635), (84, 0.2605549)]"
1433,{Z3J5-H4MN47KC-2743AIBF},"[(8, 0.19242126), (31, 0.3112586), (64, 0.066793084), (84, 0.41090992)]"
1434,{A0C3-A9TV71KC-9720DXAD},"[(41, 0.20837592), (76, 0.3509224), (82, 0.42233247)]"
1435,{M0U9-D7HN42LI-0847NHSX},"[(9, 0.26684752), (58, 0.710797)]"
1436,{G5B3-S3IH60QA-3811CZAY},"[(56, 0.721505), (66, 0.2580016)]"
1437,{I9W9-D2WO83CT-2687IEDA},"[(32, 0.9763426)]"
1438,{O5I0-U0MJ14DC-1521ZOLJ},"[(12, 0.062700614), (70, 0.9159184)]"
1439,{G3A3-W0SC39WL-8780GESO},"[(32, 0.12881511), (39, 0.8536195)]"
1440,{M2J1-L5PI54UD-1289JYKQ},"[(23, 0.106424764), (34, 0.87428665)]"
1441,{Q6H8-B8OG15VH-7621AIIN},"[(94, 0.9842285)]"
1442,{T7H8-S4AA64TR-6577XRIN},"[(44, 0.42342138), (54, 0.5463125)]"
1443,{S0M2-M2KG31SJ-0138CEYB},"[(18, 0.2684812), (51, 0.5711183), (99, 0.14469622)]"
1444,{X3X8-Z2CA03ZP-7474UQNJ},"[(90, 0.9657346)]"
1445,{G6J2-G3TY93CY-3161ATID},"[(61, 0.9808893)]"
1446,{J3W3-C9AR21FU-4500RTBO},"[(11, 0.3268958), (32, 0.4038181), (42, 0.25030097)]"
1447,{Y4O6-O1GG60OG-0245HKTM},"[(69, 0.10303225), (90, 0.8808435)]"
1448,{D3I0-M4RA25JK-2835NGKS},"[(2, 0.22497648), (19, 0.10786445), (43, 0.6528409)]"
1449,{G4I4-O3ZR00VU-9500ZBMG},"[(4, 0.15191895), (40, 0.5760794), (97, 0.24703775)]"
1450,{E5X8-V9MM17CZ-7476YFCK},"[(22, 0.17575252), (42, 0.80911523)]"
1451,{X5X4-B7KW46GB-6756EFUJ},"[(37, 0.9751614)]"
1452,{J5W8-O4UE56QY-2104KHCC},"[(25, 0.97576183)]"
1453,{O1K5-X1ZB03OC-0457AMPZ},"[(12, 0.12530032), (55, 0.3674142), (95, 0.49207342)]"
1454,{F4A5-Z0BB40HN-5111ZGUA},"[(29, 0.77162343), (60, 0.21225141)]"
1455,{U6G8-B5JH08NE-1098ANSH},"[(8, 0.26207405), (27, 0.08572091), (76, 0.27092913), (85, 0.19901334), (90, 0.051344734), (98, 0.1156976)]"
1456,{C1N7-N9ZY38ZQ-1687BDWB},"[(35, 0.9745262)]"
1457,{E0C0-C6GM19VD-1278UCYJ},"[(8, 0.155655), (70, 0.8261308)]"
1458,{I1V0-J0IF57EQ-2366NMMU},"[(88, 0.9793003)]"
1459,{D6T9-T1EZ57IN-2804HMNT},"[(49, 0.53993654), (96, 0.4399883)]"
1460,{I6E3-V8NI35XR-1203NRLH},"[(12, 0.7576224), (27, 0.2234628)]"
1461,{V3Y4-A9ST00DH-3844QAXO},"[(26, 0.4639954), (79, 0.51933247)]"
1462,{S4Q7-J4IC52JU-6759KJJT},"[(69, 0.1762163), (93, 0.80952835)]"
1463,{M0Y0-D2TQ25US-3289ZTIV},"[(58, 0.8980939), (64, 0.07848638)]"
1464,{X8H0-X7KW66NC-3520FRDV},"[(13, 0.6741313), (43, 0.07217589), (48, 0.22868028)]"
1465,{C8F7-U5BN06BA-8321TPZP},"[(32, 0.40645808), (82, 0.57863903)]"
1466,{R8K3-E8WZ21DK-3638VXLC},"[(70, 0.97576195)]"
1467,{O0R3-E2XE40OJ-4737ILRS},"[(92, 0.9745246)]"
1468,{Z3Y4-I5SP01XP-3575RREY},"[(42, 0.71536833), (87, 0.25941175)]"
1469,{E7C0-U2ZG61ZB-4735FMUE},"[(44, 0.112853535), (78, 0.5613905), (89, 0.30628222)]"
1470,{C0J5-H0ZM89IR-0892HFQO},"[(11, 0.775652), (94, 0.20678246)]"
1471,{J7F2-G5YG32JL-6343VXXQ},"[(8, 0.9801303)]"
1472,{U0U0-Y7IC44KG-4824QZXO},"[(12, 0.06100205), (65, 0.78062546), (88, 0.14266877)]"
1473,{G7M6-P4WK57HC-8563PAZR},"[(16, 0.048190035), (82, 0.9366763)]"
1474,{T2W4-A5JV29BK-5453LCSX},"[(77, 0.9698937)]"
1475,{C6B8-J0TY91WH-6503TGXI},"[(7, 0.090878345), (48, 0.03317859), (86, 0.4637909), (88, 0.39397073)]"
1476,{K7S5-H6UZ81YW-1996SEPV},"[(0, 0.6175039), (47, 0.08479195), (51, 0.27861464)]"
1477,{T5T7-H1BK67FK-2749GYTO},"[(27, 0.14887087), (53, 0.6751752), (85, 0.15856837)]"
1478,{M5X8-Y0UM25OF-0682XFCC},"[(39, 0.25768125), (46, 0.39427194), (87, 0.33372873)]"
1479,{I6U2-C0NE56JG-1628YQQY},"[(39, 0.2195147), (90, 0.75316143)]"
1480,{N7R7-J7EK78HB-0553MTKB},"[(38, 0.06733672), (78, 0.54347134), (97, 0.36890727)]"
1481,{G4F1-E9RB58WL-2033LPZN},"[(5, 0.084413595), (62, 0.88747984)]"
1482,{O8M1-Y6MO26TT-0349FKXW},"[(39, 0.04933641), (58, 0.9266731)]"
1483,{A2P6-X9SZ13UK-4269KJUV},"[(18, 0.035904694), (68, 0.25526533), (70, 0.68766207)]"
1484,{Z6J4-A3TG81QX-9346MQTU},"[(17, 0.6842464), (98, 0.29526263)]"
1485,{N6F0-R2SV92GA-7157SJRU},"[(1, 0.42737442), (26, 0.54740214)]"
1486,{X8U6-B8XD64US-8093PMSW},"[(6, 0.109863944), (16, 0.29680696), (58, 0.57119966)]"
1487,{I8Z6-T2YN25YV-2779HREO},"[(13, 0.35865042), (81, 0.6212742)]"
1488,{N6X0-A6KJ30SR-8175TTVN},"[(24, 0.49339962), (41, 0.31626812), (62, 0.16820222)]"
1489,{I2L3-A0QE85TR-5648YYIF},"[(59, 0.97161245)]"
1490,{A7O3-P5BP10PB-0045JSBD},"[(55, 0.8888248), (65, 0.09421615)]"
1491,{N1J7-B7IX12DQ-9868TRVE},"[(4, 0.2792561), (29, 0.6948575)]"
1492,{Z5V8-V4KH49SQ-5760QCDD},"[(44, 0.88664734), (80, 0.09822029)]"
1493,{C5Z5-J6DC33SR-9765MOYT},"[(26, 0.12103494), (47, 0.30388215), (59, 0.554367)]"
1494,{V1B9-W5JZ49IM-9782ZHDP},"[(15, 0.07673682), (55, 0.90038884)]"
1495,{F2K6-E9ND60WF-2082FLGJ},"[(14, 0.9834403)]"
1496,{I5W3-P6DX64SK-2355DJFB},"[(3, 0.52129453), (16, 0.3744268), (55, 0.08052957)]"
1497,{A6H8-J2LG10IB-1835RVZM},"[(75, 0.9779198)]"
1498,{L6R8-S9DS34AE-5827SUFI},"[(71, 0.31253144), (91, 0.3767871), (92, 0.28951478)]"
1499,{Y6U8-R0EN53HX-2790FZBY},"[(58, 0.592741), (68, 0.39164567)]"
1500,{L0M0-M5YA86AZ-5831ZPUM},"[(43, 0.08486123), (44, 0.7481144), (49, 0.14327653)]"
1501,{D4Y7-F6RW27TS-8591KATG},"[(85, 0.986389)]"
1502,{W5Q3-R5GB80CI-2992IEJJ},"[(59, 0.3351939), (61, 0.2867182), (72, 0.36100584)]"
1503,{G7Q2-Q8EC98GU-2861CEPX},"[(3, 0.36098507), (31, 0.61559427)]"
1504,{Y8C0-Q1AA51WZ-9376OAUJ},"[(81, 0.97930026)]"
1505,{H1I3-F5EF84RR-1174SVBZ},"[(4, 0.20117313), (43, 0.2178943), (91, 0.56021655)]"
1506,{Z8S2-I0NF68KH-2306KEKZ},"[(28, 0.67964953), (38, 0.29849118)]"
1507,{E7B9-O0BV38JI-7004AWAM},"[(66, 0.30062145), (73, 0.68009156)]"
1508,{V6X6-Y4MZ56QL-6605ZQQR},"[(44, 0.4917798), (67, 0.4076348), (88, 0.073593594)]"
1509,{Y9I7-L2UX79AX-5822ZSGV},"[(62, 0.9825673)]"
1510,{T3S3-S3HN11SJ-9324WUJM},"[(83, 0.9668893)]"
1511,{Q9M7-B9ZS23ID-0548PAQA},"[(31, 0.74038386), (48, 0.2399437)]"
1512,{Z5I3-R3DN07KU-3772JSBI},"[(69, 0.96328026), (74, 0.016230771)]"
1513,{A4T2-I4HH58AY-2621GKXK},"[(35, 0.38623428), (50, 0.28913736), (67, 0.20759723), (70, 0.10197422)]"
1514,{P4J1-A6QB21LJ-6543IAAD},"[(51, 0.9793003)]"
1515,{X6R1-R5PF37WH-5476EPVK},"[(49, 0.10304625), (70, 0.8796965)]"
1516,{B6H5-V9AS59ZO-5721IJDB},"[(62, 0.029907592), (66, 0.9411625)]"
1517,{O4H4-T6NI20XP-5870JFGC},"[(23, 0.9801277)]"
1518,{S5M4-F7DH38WT-0396EHGX},"[(43, 0.8190244), (92, 0.15257853)]"
1519,{N2T4-O2UM07AT-3218ZJKN},"[(24, 0.7118802), (62, 0.27225438)]"
1520,{C3J8-Q2BS43MR-9645HFMA},"[(48, 0.64621043), (55, 0.33450237)]"
1521,{U7T4-M5LU87JV-2632LFKC},"[(49, 0.9751589)]"
1522,{U6F1-M1UR35XC-3732GFPH},"[(7, 0.18514396), (79, 0.018185263), (98, 0.7801685)]"
1523,{U5X7-C0KS94CZ-6727LSMV},"[(39, 0.9779651)]"
1524,{S7G6-I1DP27JE-9544JFFY},"[(15, 0.7586894), (53, 0.22274981)]"
1525,{P3Q9-I9GE90VK-3523IQKR},"[(20, 0.407711), (54, 0.16294736), (85, 0.15686516), (98, 0.25358036)]"
1526,{R0L0-B8WF67CO-1784EDKK},"[(28, 0.6861529), (96, 0.2909708)]"
1527,{J1T5-O3UP38HW-8057OWKY},"[(16, 0.13018432), (44, 0.7608554), (92, 0.08867469)]"
1528,{E8I5-U3WI35DY-9971MHYX},"[(8, 0.11099824), (42, 0.044958834), (47, 0.601605), (81, 0.2210234)]"
1529,{L4Q2-L0DC78GC-4212LVYD},"[(31, 0.9723966)]"
1530,{D2V4-M1HK00YM-0947SIXH},"[(72, 0.13604802), (88, 0.84209293)]"
1531,{F3G1-F2WX98GK-8966LCSB},"[(56, 0.13461898), (58, 0.83949494)]"
1532,{I4P7-K9KU08XU-6653DOFY},"[(58, 0.97972006)]"
1533,{R5Z6-P9EQ79RN-5340XIAV},"[(59, 0.18960278), (89, 0.7890114)]"
1534,{V8H2-C9ZB37NY-0368ZICH},"[(42, 0.6869261), (62, 0.29415697)]"
1535,{Z7X1-X6BP79GK-0182ZAUH},"[(37, 0.6928526), (42, 0.28785998)]"
1536,{J2O4-F1CQ37US-2324RYXO},"[(19, 0.89924604), (94, 0.08318882)]"
1537,{F9S5-P9KK82MI-2694NEXU},"[(13, 0.9745205)]"
1538,{Z3H3-L9XL96TI-9672UPMN},"[(40, 0.9774185)]"
1539,{A3K2-N7PY92KN-7827SIKN},"[(3, 0.023209631), (84, 0.9571168)]"
1540,{I7A8-V4CJ18EV-2775ILKM},"[(10, 0.97821736)]"
1541,{M4O0-T0RW17UH-5211PZMH},"[(23, 0.31485474), (30, 0.26560667), (31, 0.36460263), (36, 0.031860087)]"
1542,{J3W9-C5TV87JO-1801VOTQ},"[(5, 0.3043726), (39, 0.08505734), (57, 0.034186848), (95, 0.56132656)]"
1543,{L2M9-C2BM13CX-6691QVLU},"[(43, 0.8018434), (49, 0.18418932)]"
1544,{N7S6-I6CS99KZ-5131TAEW},"[(1, 0.07308567), (8, 0.301201), (32, 0.14011692), (60, 0.37691686), (95, 0.09400822)]"
1545,{O7Z8-L2QL01CP-9458QQKS},"[(47, 0.08323361), (65, 0.89583683)]"
1546,{K0J9-L1CQ14RJ-2324YEJU},"[(43, 0.8614589), (79, 0.12065754)]"
1547,{N6V9-H3QD41EX-9341ZADN},"[(40, 0.8453033), (70, 0.10210391), (95, 0.03456217)]"
1548,{A8E1-R8SH59YH-6845MLAQ},"[(16, 0.47358212), (74, 0.5063442)]"
1549,{G6P7-Q0TQ86MX-1325UUVZ},"[(94, 0.9839738)]"
1550,{Y5Q9-S8MA84PR-7311OPVL},"[(8, 0.3760784), (14, 0.28234258), (35, 0.23451403), (74, 0.08611613)]"
1551,{W5A9-G9KG96KQ-1538UXAX},"[(35, 0.26257202), (77, 0.58735406), (99, 0.13323843)]"
1552,{Q6H3-A2GQ90CY-1453XDHQ},"[(4, 0.9757637)]"
1553,{P8W8-Z3MF69IP-4332MDPP},"[(23, 0.8061451), (94, 0.16863224)]"
1554,{V1U6-G9FK52WQ-5876CDUV},"[(41, 0.058633827), (57, 0.4822433), (89, 0.44173622)]"
1555,{L0B3-W8ZX39QF-9606NOAE},"[(82, 0.5994658), (84, 0.3716044)]"
1556,{L4F9-D0YE10QW-1021QYOW},"[(17, 0.7656133), (54, 0.21546951)]"
1557,{M0V7-Z7KC25ST-8194FDEW},"[(24, 0.9378912), (65, 0.012167938), (94, 0.03286008)]"
1558,{H4K6-V9VD54DI-2145MFEO},"[(96, 0.9783998)]"
1559,{G9B0-I5UC95HA-2537FGVQ},"[(1, 0.061814148), (13, 0.13627498), (31, 0.7011056), (54, 0.0807292)]"
1560,{J4W5-G2LJ68VD-9760LUEE},"[(10, 0.52778053), (80, 0.45366096)]"
1561,{L1C8-U9BC23LX-8367HOMB},"[(3, 0.2515076), (53, 0.4909008), (72, 0.23988883)]"
1562,{P6C6-F0OZ31YK-4417ANLK},"[(38, 0.6490862), (51, 0.3274917)]"
1563,{A1I4-P1GW13PW-8103MFAE},"[(72, 0.83016384), (95, 0.1390927)]"
1564,{Q1S6-C4LD87MD-6668WOZY},"[(36, 0.74971825), (45, 0.13054372), (56, 0.10352992)]"
1565,{O4I5-Y0DX81GK-1261TFHB},"[(22, 0.54511404), (43, 0.43435338)]"
1566,{B8H6-Y2MI05MV-9055XTQR},"[(56, 0.9645131)]"
1567,{Z5T3-M3BL86CL-9610OQZS},"[(32, 0.9779189)]"
1568,{W3T1-Y8JZ59WI-1209CXAL},"[(61, 0.18273781), (96, 0.4615643), (98, 0.3423605)]"
1569,{G1L7-R1AJ28NP-6547QYCD},"[(88, 0.976345)]"
1570,{T4C8-K2XF20NX-0053DNEW},"[(73, 0.7003952), (85, 0.27618253)]"
1571,{D3B4-P1FY96DJ-9957FXZJ},"[(93, 0.9731413)]"
1572,{I7Y1-S0ZJ93DH-8184ODNB},"[(7, 0.34698978), (55, 0.40623266), (74, 0.22243704)]"
1573,{X0F0-S5IA75WZ-6892IEIV},"[(34, 0.22263633), (58, 0.71280026), (85, 0.046534196)]"
1574,{Y2U3-A8UN04RR-2407RLVE},"[(20, 0.972397)]"
1575,{A2L7-J4VL48MO-4675JOXX},"[(41, 0.4312739), (68, 0.54822475)]"
1576,{F6U7-X7CJ01SZ-7017BBRP},"[(56, 0.20931995), (68, 0.76929605)]"
1577,{H1I0-J5SC34RV-5680RMCP},"[(91, 0.5840027), (92, 0.39364138)]"
1578,{X5U1-Y9OZ70EP-2263FKRS},"[(65, 0.59445626), (83, 0.38662684)]"
1579,{J1B0-G6NG21UN-2293RLGL},"[(65, 0.21298891), (67, 0.7617929)]"
1580,{X8X5-G5ZZ04QN-0982AEJV},"[(14, 0.11207277), (29, 0.54178786), (41, 0.3258533)]"
1581,{H6F0-P5BC64PH-6235ZXRQ},"[(75, 0.23275879), (76, 0.7496761)]"
1582,{A9Q3-Z8NK94FC-1244TDLQ},"[(16, 0.23306312), (96, 0.747263)]"
1583,{S0T7-Y4HD50MV-0117FLCG},"[(26, 0.19068475), (39, 0.025746161), (47, 0.7648447)]"
1584,{E1X1-J9AB92WH-0853JHPN},"[(51, 0.56901306), (88, 0.41277027)]"
1585,{C0H9-R4KQ33LU-9687DSFC},"[(41, 0.14648959), (67, 0.8295152)]"
1586,{A9L3-B7SM45CO-3963HQQA},"[(45, 0.91485727), (47, 0.05925794)]"
1587,{U8N5-E2ND34VD-1747CQPT},"[(0, 0.042754427), (16, 0.1724504), (25, 0.02591248), (64, 0.73837864)]"
1588,{W2S5-F0ND27JO-8951QAJJ},"[(20, 0.21106988), (74, 0.7730659)]"
1589,{V7S8-N2EF87FX-0192RWRG},"[(86, 0.5089805), (95, 0.46642828)]"
1590,{V6I6-Z0XJ47KN-5834ASBB},"[(19, 0.04896392), (31, 0.67601883), (95, 0.25698712)]"
1591,{P8S7-F6WX49IZ-0590CYCG},"[(55, 0.5525235), (63, 0.11501245), (75, 0.31748447)]"
1592,{F7M4-L6QE81DI-5228WFPL},"[(6, 0.5993814), (48, 0.13627161), (60, 0.24755932)]"
1593,{Q6C3-V9DH75PI-6968FIGH},"[(54, 0.16660233), (98, 0.8164373)]"
1594,{Q1A1-I8PD83AI-1903JLUE},"[(4, 0.18830833), (39, 0.2894369), (58, 0.26423267), (81, 0.24222471)]"
1595,{Y2I3-D6NI78CB-8014FQEP},"[(75, 0.98029673)]"
1596,{D3D4-A7FT55ON-8027RYRT},"[(80, 0.04189044), (95, 0.9398939)]"
1597,{R4M2-E6JB54QH-0611RULI},"[(14, 0.7304059), (65, 0.18642688), (98, 0.067463174)]"
1598,{R2S9-L2UA62AB-9468UVND},"[(20, 0.7729875), (39, 0.20975517)]"
1599,{A9T1-H9EY39QV-3996GSYL},"[(19, 0.312987), (71, 0.66879684)]"
1600,{Q1E4-L2LZ50HG-5125BWZQ},"[(28, 0.18043354), (41, 0.26045138), (60, 0.09320778), (97, 0.44900024)]"
1601,{P7P6-Q9UB19KC-3265TOGU},"[(11, 0.81295604), (36, 0.16468804)]"
1602,{N1Y4-S2LQ07AJ-7369GNEP},"[(90, 0.9668777)]"
1603,{Y2W5-R3EL90VL-3733KSBU},"[(64, 0.07740071), (83, 0.8974567)]"
1604,{K1Z3-K1KA47RA-8475PURH},"[(6, 0.7390297), (41, 0.23958908)]"
1605,{V5O1-M0MD89MQ-6627SVYD},"[(19, 0.47782004), (35, 0.05602091), (88, 0.4481286)]"
1606,{N5P1-G7YM95QS-5423OUFP},"[(28, 0.44039494), (37, 0.17405997), (61, 0.36204994)]"
1607,{Z8H7-C1BX65UZ-8812TFAE},"[(25, 0.07142613), (31, 0.35756087), (75, 0.55528325)]"
1608,{Y3U1-Y0HU18IY-0799QVXJ},"[(75, 0.28068894), (78, 0.6983652)]"
1609,{G2J7-B9LW12WY-6874DHLB},"[(34, 0.010484245), (45, 0.4970577), (58, 0.23614185), (99, 0.23998323)]"
1610,{R6L2-V7YP88WK-2831VLCA},"[(17, 0.90135986), (64, 0.08008006)]"
1611,{W4K0-Q0SJ89HF-2270IGFC},"[(35, 0.70454377), (92, 0.27496338)]"
1612,{Q1L8-R7PV25ID-3053PYRU},"[(11, 0.431203), (95, 0.5555045)]"
1613,{K9T4-J3IR18QM-4755VVLY},"[(27, 0.4911712), (29, 0.06149352), (77, 0.42520565)]"
1614,{G1S6-P1UQ57EN-7584ZOEG},"[(16, 0.7524082), (88, 0.22417349)]"
1615,{M7U7-J0YQ90BF-5286QYCB},"[(98, 0.975768)]"
1616,{X1R9-X3UN41YF-0421QQZS},"[(0, 0.12711498), (34, 0.42226052), (55, 0.4303401)]"
1617,{M8O5-S5CL03HT-0106HOYL},"[(2, 0.12111689), (41, 0.8583894)]"
1618,{Z4U1-G7GI99GT-5668OCKR},"[(83, 0.96573967)]"
1619,{A4Y6-M1SQ35BK-3109SUTR},"[(81, 0.98422766)]"
1620,{D0R9-X2PJ48SQ-5614XBEO},"[(36, 0.7686497), (65, 0.21278913)]"
1621,{T0T0-V9QX25YO-3200IPQK},"[(86, 0.97929835)]"
1622,{T5N5-V9OL41YV-0577SGCO},"[(26, 0.17169952), (58, 0.80230016)]"
1623,{M0F1-J7NC98LC-7238XLYE},"[(56, 0.9763426)]"
1624,{K3Q2-W4TO50KV-6743FNGP},"[(27, 0.852406), (35, 0.122370526)]"
