user,day,action_id,content
HRE1950,2010-01-03,"[10, 10, 10, 10]","['[(41, 0.6711138), (73, 0.30156386)]', '[(26, 0.68453544), (58, 0.28657484)]', '[(19, 0.0689879), (21, 0.41082853), (29, 0.1980488), (49, 0.3063368)]', '[(2, 0.5928665), (27, 0.39100787)]']"
HRE1950,2010-01-04,,
HRR1154,2010-01-02,"[7, 7, 10, 10, 16, 16, 10, 10, 10, 10, 10, 10, 15, 15, 10, 10, 10, 10, 13, 13, 10, 10, 14, 14, 16, 16, 10, 10, 6, 6, 10, 10, 13, 13, 10, 10, 16, 16, 10, 10, 16, 16, 10, 10, 10, 10, 14, 14, 16, 16, 6, 6, 14, 14, 10, 10, 10, 10, 15, 15, 16, 16, 10, 10, 10, 10]","['[(17, 0.46914098), (23, 0.51329416)]', '[(32, 0.25659135), (84, 0.49221838), (92, 0.2338048)]', '[(57, 0.38267314), (72, 0.0917462), (78, 0.12915626), (84, 0.37715128)]', '[(39, 0.14620738), (45, 0.41271287), (50, 0.16198269), (63, 0.25982332)]', '[(8, 0.96521354)]', '[(80, 0.9698895)]', '[(53, 0.9716128)]', '[(56, 0.1325686), (98, 0.83932644)]', '[(63, 0.9731454)]', '[(77, 0.9618031), (87, 0.011612064)]', '[(17, 0.13261129), (78, 0.8522551)]', '[(79, 0.95266455), (81, 0.032202475)]', '[(70, 0.9491076), (97, 0.031219834)]', '[(68, 0.5754037), (91, 0.4049219)]', '[(63, 0.9738495)]', '[(0, 0.0991828), (21, 0.7369944), (31, 0.13820025)]', '[(12, 0.46239182), (48, 0.12401743), (53, 0.38739786), (94, 0.010650028)]', '[(24, 0.4584784), (36, 0.3625923), (59, 0.16322474)]', '[(44, 0.27746198), (93, 0.6973049)]', '[(90, 0.9745195)]', '[(11, 0.1764874), (34, 0.80383956)]', '[(8, 0.54069734), (11, 0.38471577), (84, 0.055112503)]', '[(40, 0.05609619), (51, 0.92423165)]', '[(16, 0.18187715), (78, 0.70444894), (92, 0.094200656)]', '[(39, 0.5796047), (67, 0.40478176)]', '[(7, 0.08200949), (28, 0.014427692), (33, 0.60552645), (37, 0.060553674), (71, 0.22234598)]', '[(36, 0.39101943), (53, 0.5837599)]', '[(25, 0.97452277)]', '[(6, 0.97592825)]', '[(27, 0.09384748), (72, 0.88429534)]', '[(98, 0.9631931)]', '[(65, 0.96320254)]', '[(5, 0.37317815), (91, 0.60925704)]', '[(39, 0.64365536), (92, 0.23525697), (99, 0.10370072)]', '[(20, 0.15214574), (43, 0.7596485), (77, 0.07224274)]', '[(5, 0.048243314), (9, 0.098979026), (42, 0.17091404), (63, 0.56146705), (98, 0.10476213)]', '[(17, 0.8584451), (78, 0.12429939)]', '[(33, 0.5094461), (63, 0.47329846)]', '[(26, 0.043363184), (35, 0.86146337), (89, 0.07838589)]', '[(24, 0.53253776), (75, 0.45050198)]', '[(8, 0.041370872), (98, 0.93770075)]', '[(36, 0.34281242), (49, 0.17340116), (80, 0.2701182), (85, 0.19316413)]', '[(26, 0.18343922), (76, 0.7983717)]', '[(37, 0.26491493), (82, 0.7189597)]', '[(65, 0.977416)]', '[(33, 0.3403653), (59, 0.63727725)]', '[(48, 0.24285303), (55, 0.03839604), (73, 0.70104825)]', '[(29, 0.98193556)]', '[(45, 0.34100628), (89, 0.6440896)]', '[(7, 0.11238481), (59, 0.36261818), (97, 0.5102443)]', '[(10, 0.22076796), (54, 0.7591579)]', '[(39, 0.9797206)]', '[(38, 0.13974217), (63, 0.7149809), (83, 0.12757479)]', '[(41, 0.38803527), (51, 0.59408)]', '[(28, 0.5934717), (63, 0.2615036), (69, 0.012659468), (89, 0.11418459)]', '[(93, 0.9794027)]', '[(49, 0.62878126), (79, 0.34886217)]', '[(53, 0.97741574)]', '[(6, 0.48068416), (50, 0.5004005)]', '[(19, 0.36236793), (50, 0.6187153)]', '[(38, 0.6499458), (70, 0.2495506), (94, 0.08454299)]', '[(30, 0.7528593), (39, 0.2310165)]', '[(36, 0.9745226)]', '[(18, 0.97452193)]', '[(46, 0.27904892), (50, 0.7004584)]', '[(0, 0.12733471), (20, 0.71128446), (43, 0.14109458)]']"
HRR1154,2010-01-03,,
HRR1154,2010-01-04,,
HRT0984,2010-01-02,"[16, 16, 16, 16, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 16, 16, 6, 6, 16, 16, 16, 16]","['[(27, 0.51705945), (38, 0.4570558)]', '[(32, 0.97385234)]', '[(3, 0.36098507), (31, 0.61559427)]', '[(78, 0.9763399)]', '[(50, 0.26523846), (83, 0.7175041)]', '[(15, 0.2573176), (38, 0.59640354), (47, 0.12919624)]', '[(17, 0.20629945), (59, 0.7699676)]', '[(26, 0.54044), (43, 0.09143608), (84, 0.34903225)]', '[(15, 0.7530921), (63, 0.19361345), (91, 0.022239275)]', '[(66, 0.04820576), (90, 0.9223838), (96, 0.014429824)]', '[(36, 0.98051584)]', '[(25, 0.52730775), (52, 0.45340472)]', '[(19, 0.6860354), (90, 0.2954062)]', '[(40, 0.54668474), (86, 0.4095487), (88, 0.025394836)]', '[(38, 0.33066908), (95, 0.6484078)]', '[(45, 0.54627895), (46, 0.13602033), (48, 0.2969893)]', '[(71, 0.7607806), (94, 0.22226028)]', '[(11, 0.2576929), (95, 0.7253483)]', '[(75, 0.9757642)]', '[(98, 0.97576445)]', '[(52, 0.9757655)]', '[(6, 0.6956625), (90, 0.2803436)]', '[(36, 0.11042216), (62, 0.45273733), (76, 0.41187596)]', '[(18, 0.25773287), (94, 0.7199129)]', '[(44, 0.4917798), (67, 0.4076348), (88, 0.073593594)]', '[(65, 0.97689193)]', '[(5, 0.34964103), (67, 0.13234131), (88, 0.49773565)]', '[(68, 0.97930276)]']"
HRT0984,2010-01-03,,
HRT0984,2010-01-04,,
HST0084,2010-01-02,"[10, 10]","['[(28, 0.43271554), (67, 0.5459011)]', '[(41, 0.07599943), (55, 0.9026177)]']"
HST0084,2010-01-03,"[10, 10, 10, 10, 13, 13, 10, 10, 10, 10, 10, 10, 15, 15]","['[(55, 0.30897054), (91, 0.66643804)]', '[(51, 0.22495644), (99, 0.7504508)]', '[(44, 0.011055292), (74, 0.9684537)]', '[(15, 0.4308748), (64, 0.54863346)]', '[(75, 0.97161293)]', '[(0, 0.04821692), (31, 0.34068882), (82, 0.5832759)]', '[(22, 0.59991), (32, 0.37549686)]', '[(14, 0.01680045), (66, 0.9586039)]', '[(41, 0.18883681), (53, 0.22796299), (59, 0.56774604)]', '[(22, 0.32537892), (46, 0.45468348), (81, 0.20448321)]', '[(1, 0.979301)]', '[(11, 0.73330474), (91, 0.24620141)]', '[(45, 0.09243975), (59, 0.112562396), (66, 0.7782101)]', '[(30, 0.28881103), (75, 0.69366235)]']"
HST0084,2010-01-04,,
HTM1498,2010-01-02,"[6, 6, 16, 16]","['[(51, 0.97689104)]', '[(95, 0.97689056)]', '[(3, 0.36559612), (70, 0.010183607), (75, 0.60305315)]', '[(54, 0.9687534)]']"
HTM1498,2010-01-03,"[10, 10, 15, 15, 10, 10]","['[(63, 0.9757647)]', '[(59, 0.26203176), (94, 0.71397746)]', '[(19, 0.21443053), (47, 0.4568535), (73, 0.31163344)]', '[(18, 0.040602844), (92, 0.26919606), (95, 0.6731187)]', '[(62, 0.59585685), (81, 0.38801777)]', '[(15, 0.018010084), (25, 0.09408945), (76, 0.871938)]']"
HTM1498,2010-01-04,"[14, 14, 15, 15, 10, 10, 0, 0, 10, 10, 10, 10, 14, 14]","['[(30, 0.06944624), (92, 0.78993845), (98, 0.12491059)]', '[(60, 0.508542), (85, 0.47295937)]', '[(63, 0.75035447), (70, 0.2329749)]', '[(13, 0.98315734)]', '[(7, 0.29985425), (90, 0.6761533)]', '[(7, 0.17043604), (94, 0.8055731)]', '[(29, 0.40862027), (68, 0.4716344), (73, 0.10404217)]', '[(67, 0.31808558), (68, 0.50298285), (88, 0.16322823)]', '[(68, 0.5912564), (86, 0.39287946)]', '[(28, 0.07179414), (46, 0.05898607), (57, 0.8535151)]', '[(53, 0.97161186)]', '[(24, 0.10295709), (63, 0.6507237), (73, 0.21849732)]', '[(50, 0.0857697), (62, 0.49042848), (83, 0.4078416)]', '[(23, 0.049309723), (69, 0.6976276), (78, 0.23710063)]']"
HWR1573,2010-01-02,"[6, 6, 16, 16]","['[(67, 0.93099964), (87, 0.0485066)]', '[(17, 0.9793002)]', '[(35, 0.1590048), (65, 0.8213224)]', '[(38, 0.72564054), (97, 0.2546882)]']"
HWR1573,2010-01-03,,
HWR1573,2010-01-04,,
HXP0976,2010-01-02,,
HXP0976,2010-01-03,,
HXP0976,2010-01-04,"[0, 0, 0, 0]","['[(59, 0.15983368), (64, 0.80899066)]', '[(55, 0.97741735)]', '[(68, 0.060048234), (90, 0.92548656)]', '[(49, 0.015056188), (58, 0.8875503), (78, 0.054175433), (91, 0.029047947)]']"
IBR0131,2010-01-02,"[16, 16, 16, 16, 16, 16, 6, 6, 6, 6, 6, 6, 16, 16, 16, 16, 16, 16, 6, 6, 16, 16, 6, 6, 16, 16, 16, 16, 16, 16, 16, 16, 6, 6, 6, 6, 6, 6]","['[(8, 0.3406759), (65, 0.49456906), (83, 0.14488342)]', '[(86, 0.9797204)]', '[(61, 0.5644747), (70, 0.38109326), (78, 0.033717416)]', '[(23, 0.7403561), (43, 0.2387166)]', '[(22, 0.2782254), (83, 0.7035584)]', '[(53, 0.98160017)]', '[(90, 0.9723958)]', '[(49, 0.97239685)]', '[(39, 0.6200981), (63, 0.3626454)]', '[(5, 0.98256606)]', '[(77, 0.3938315), (84, 0.5860929)]', '[(1, 0.38001177), (82, 0.59991384)]', '[(24, 0.08605372), (75, 0.8216587), (78, 0.0720031)]', '[(13, 0.016114952), (55, 0.4481039), (97, 0.51549697)]', '[(48, 0.74729216), (67, 0.23482348)]', '[(6, 0.8607566), (49, 0.121356785)]', '[(11, 0.29022408), (83, 0.6817698)]', '[(8, 0.23718518), (9, 0.3698107), (67, 0.30218092), (85, 0.0703202)]', '[(22, 0.6572063), (53, 0.315468)]', '[(12, 0.093450025), (98, 0.879225)]', '[(24, 0.14802976), (44, 0.8260833)]', '[(9, 0.8934524), (36, 0.08066351)]', '[(42, 0.23051232), (87, 0.7460696)]', '[(20, 0.94430137), (84, 0.032280125)]', '[(43, 0.9788585)]', '[(2, 0.16287215), (15, 0.81620026)]', '[(31, 0.10865612), (90, 0.78860676), (93, 0.087695725)]', '[(0, 0.14693466), (38, 0.29749712), (91, 0.54058903)]', '[(77, 0.37800148), (86, 0.60686487)]', '[(26, 0.32919765), (81, 0.06737666), (96, 0.58844644)]', '[(66, 0.3768988), (68, 0.4572255), (81, 0.14784557)]', '[(27, 0.32854748), (45, 0.65323716)]', '[(1, 0.5156164), (12, 0.46252453)]', '[(48, 0.9779195)]', '[(13, 0.060113832), (78, 0.9216702)]', '[(37, 0.38588482), (68, 0.5959003)]', '[(0, 0.3968861), (11, 0.29397687), (94, 0.29004595)]', '[(8, 0.97333133)]']"
IBR0131,2010-01-03,,
IBR0131,2010-01-04,,
IDB0843,2010-01-02,,
IDB0843,2010-01-03,,
IDB0843,2010-01-04,,
IEP0746,2010-01-02,,
IEP0746,2010-01-03,,
IEP0746,2010-01-04,,
ILF0913,2010-01-02,,
ILF0913,2010-01-03,,
ILF0913,2010-01-04,,
ILM1441,2010-01-02,"[16, 16, 16, 16, 16, 16, 16, 16]","['[(0, 0.6175039), (47, 0.08479195), (51, 0.27861464)]', '[(46, 0.2810592), (53, 0.6666607), (55, 0.033189803)]', '[(24, 0.7118802), (62, 0.27225438)]', '[(16, 0.95172507), (87, 0.03241086)]', '[(7, 0.45166624), (49, 0.5237445)]', '[(7, 0.97515875)]', '[(23, 0.96347064)]', '[(18, 0.59661907), (81, 0.37605727)]']"
ILM1441,2010-01-03,,
ILM1441,2010-01-04,,
IPF0550,2010-01-02,,
IPF0550,2010-01-03,,
IPF0550,2010-01-04,,
IQT0352,2010-01-02,"[6, 6, 6, 6, 16, 16, 6, 6, 16, 16, 6, 6, 6, 6, 6, 6, 16, 16, 6, 6, 6, 6, 6, 6, 16, 16, 16, 16, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]","['[(22, 0.52651966), (53, 0.052675772), (57, 0.25919712), (75, 0.14152983)]', '[(39, 0.6515386), (83, 0.3279695)]', '[(69, 0.90699655), (86, 0.070129685)]', '[(60, 0.42401302), (81, 0.55310875)]', '[(0, 0.02983295), (66, 0.33084643), (87, 0.49146014), (99, 0.13231778)]', '[(35, 0.79817766), (53, 0.11814154), (96, 0.06797826)]', '[(13, 0.9823197)]', '[(23, 0.6584144), (43, 0.0547741), (77, 0.034546163), (82, 0.13051465), (91, 0.10707999)]', '[(42, 0.980516)]', '[(14, 0.3518009), (20, 0.62891394)]', '[(22, 0.047035016), (78, 0.7312345), (87, 0.065700635), (92, 0.1346146)]', '[(8, 0.7192911), (79, 0.25885123)]', '[(5, 0.97885895)]', '[(49, 0.08539609), (76, 0.1422556), (96, 0.7516319)]', '[(28, 0.43555978), (93, 0.5436683)]', '[(24, 0.4805015), (30, 0.024201103), (60, 0.48138836)]', '[(73, 0.9797237)]', '[(43, 0.6775143), (80, 0.30144435)]', '[(14, 0.05112661), (46, 0.011410317), (48, 0.25893316), (62, 0.6588639)]', '[(12, 0.7448227), (14, 0.11962004), (62, 0.11568544)]', '[(15, 0.4671028), (23, 0.5119692)]', '[(25, 0.410489), (31, 0.12617616), (57, 0.44261867)]', '[(49, 0.9716114)]', '[(12, 0.9716109)]', '[(59, 0.027398115), (98, 0.95368385)]', '[(18, 0.48938504), (21, 0.14739531), (22, 0.3444968)]', '[(43, 0.8190244), (92, 0.15257853)]', '[(40, 0.98089135)]', '[(17, 0.35223097), (35, 0.3690044), (79, 0.26306158)]', '[(39, 0.12708797), (45, 0.13155179), (78, 0.1320695), (97, 0.59374845)]', '[(6, 0.029448843), (32, 0.95518196)]', '[(6, 0.031454783), (30, 0.8366498), (85, 0.116681665)]', '[(21, 0.9404948), (81, 0.045040574)]', '[(60, 0.9215004), (81, 0.06137817)]', '[(7, 0.7481911), (10, 0.22873399)]', '[(33, 0.9815992)]', '[(24, 0.96888584)]', '[(20, 0.86497825), (54, 0.112665065)]']"
IQT0352,2010-01-03,"[13, 13, 13, 13, 15, 15, 13, 13, 13, 13, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 3, 3, 10, 10, 10, 10, 13, 13, 10, 10, 13, 13, 10, 10, 0, 0]","['[(20, 0.9140799), (26, 0.06700401)]', '[(18, 0.5523373), (75, 0.42874584)]', '[(39, 0.5569629), (60, 0.014292868), (83, 0.40965143)]', '[(21, 0.43157), (52, 0.40990156), (89, 0.13943653)]', '[(26, 0.37514958), (52, 0.17821689), (54, 0.4239906)]', '[(83, 0.5848264), (87, 0.39229703)]', '[(36, 0.48764414), (59, 0.49447197)]', '[(12, 0.62864774), (55, 0.3534668)]', '[(61, 0.026814805), (73, 0.13515791), (81, 0.821801)]', '[(83, 0.62074107), (94, 0.36286503)]', '[(4, 0.15459532), (33, 0.15029004), (54, 0.67741174)]', '[(53, 0.34265137), (56, 0.23984943), (69, 0.39979744)]', '[(32, 0.46688345), (35, 0.5152323)]', '[(28, 0.20772915), (51, 0.015825955), (76, 0.5868776), (77, 0.010534575), (90, 0.16169372)]', '[(41, 0.23658647), (56, 0.72197545), (58, 0.023734577)]', '[(29, 0.3676909), (44, 0.614425)]', '[(23, 0.39794236), (68, 0.013123949), (81, 0.2813668), (82, 0.29251027)]', '[(12, 0.23271868), (92, 0.7519122)]', '[(50, 0.9812524)]', '[(35, 0.35309476), (41, 0.62834567)]', '[(5, 0.5472487), (49, 0.4352129)]', '[(54, 0.9831602)]', '[(5, 0.57615906), (98, 0.40595654)]', '[(6, 0.040273257), (31, 0.2113679), (66, 0.5195305), (74, 0.14146884), (93, 0.07002048)]', '[(26, 0.45369816), (53, 0.5135171)]', '[(87, 0.9668801)]', '[(21, 0.1624351), (95, 0.8182772)]', '[(86, 0.9805179)]', '[(5, 0.16715728), (16, 0.22108395), (59, 0.53828335), (67, 0.05529244)]', '[(20, 0.0703926), (53, 0.5235922), (66, 0.3876443)]', '[(53, 0.31036887), (85, 0.21920907), (98, 0.45446002)]', '[(33, 0.17359413), (49, 0.41013974), (59, 0.32629895), (66, 0.07416952)]', '[(86, 0.9805179)]', '[(17, 0.30520633), (22, 0.36259916), (48, 0.31310332)]', '[(15, 0.31455293), (69, 0.5038452), (95, 0.16389962)]', '[(95, 0.9819338)]', '[(5, 0.47100514), (51, 0.50806725)]', '[(27, 0.9788598)]', '[(28, 0.6600575), (41, 0.3110132)]', '[(82, 0.9707735)]', '[(5, 0.42641038), (6, 0.4972991), (15, 0.04354615), (59, 0.015224025)]', '[(3, 0.38620916), (90, 0.5959066)]']"
IQT0352,2010-01-04,,
IRH1224,2010-01-02,"[16, 16, 6, 6, 16, 16, 6, 6, 16, 16, 16, 16, 16, 16, 7, 7, 6, 6, 17, 17, 16, 16, 16, 16, 6, 6]","['[(73, 0.9783986)]', '[(15, 0.87011206), (75, 0.1085053)]', '[(10, 0.1811665), (90, 0.80346435)]', '[(19, 0.4303906), (37, 0.18294959), (88, 0.37144643)]', '[(28, 0.07498839), (84, 0.9077555)]', '[(24, 0.25936964), (27, 0.26396278), (76, 0.45093006)]', '[(42, 0.1374671), (65, 0.35475498), (86, 0.49155012)]', '[(79, 0.9500198), (93, 0.033588193)]', '[(13, 0.7288832), (53, 0.2452325)]', '[(59, 0.5549548), (71, 0.41915265)]', '[(44, 0.4590074), (91, 0.5204986)]', '[(2, 0.12111689), (41, 0.8583894)]', '[(6, 0.23277472), (49, 0.74965894)]', '[(53, 0.43928543), (84, 0.54314905)]', '[(5, 0.52597094), (81, 0.4535364)]', '[(32, 0.49448377), (84, 0.48502526)]', '[(33, 0.23286818), (43, 0.7532775)]', '[(30, 0.7052441), (47, 0.03044901), (58, 0.02830583), (98, 0.22242874)]', '[(0, 0.042754427), (16, 0.1724504), (25, 0.02591248), (64, 0.73837864)]', '[(24, 0.59064275), (34, 0.3884286)]', '[(40, 0.44424722), (57, 0.45359525), (84, 0.08144235)]', '[(38, 0.6877272), (98, 0.29134598)]', '[(35, 0.23004863), (39, 0.07400947), (79, 0.6709749)]', '[(79, 0.974522)]', '[(4, 0.41215196), (76, 0.19022763), (88, 0.378148)]', '[(60, 0.98012376)]']"
IRH1224,2010-01-03,,
IRH1224,2010-01-04,,
JAG0106,2010-01-02,,
JAG0106,2010-01-03,,
JAG0106,2010-01-04,,
JAM0752,2010-01-02,,
JAM0752,2010-01-03,,
JAM0752,2010-01-04,,
JBB1333,2010-01-02,,
JBB1333,2010-01-03,,
JBB1333,2010-01-04,"[3, 3, 3, 3, 10, 10]","['[(29, 0.10406122), (31, 0.2315285), (63, 0.6476222)]', '[(39, 0.46995437), (92, 0.5130861)]', '[(5, 0.1015569), (47, 0.41475475), (66, 0.46104273)]', '[(8, 0.31033826), (37, 0.66678935)]', '[(15, 0.9716099)]', '[(66, 0.97161)]']"
JBI1134,2010-01-02,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 16, 16, 16, 16, 6, 6, 16, 16, 16, 16, 6, 6, 6, 6, 6, 6, 16, 16, 16, 16, 6, 6, 6, 6, 16, 16, 6, 6, 6, 6, 16, 16, 6, 6, 6, 6, 6, 6, 16, 16, 16, 16, 16, 16, 17, 17]","['[(78, 0.9812527)]', '[(27, 0.20646441), (40, 0.77497727)]', '[(66, 0.6094044), (71, 0.07037198), (96, 0.30035424)]', '[(20, 0.5139157), (65, 0.3062152), (80, 0.1599986)]', '[(30, 0.9800881)]', '[(7, 0.18560298), (39, 0.79827255)]', '[(88, 0.9415531)]', '[(98, 0.94480664)]', '[(11, 0.6638175), (90, 0.31233326)]', '[(14, 0.53758335), (37, 0.44385743)]', '[(49, 0.9745207)]', '[(27, 0.852406), (35, 0.122370526)]', '[(89, 0.42288458), (99, 0.55525583)]', '[(0, 0.62373686), (6, 0.2425683), (45, 0.11205614)]', '[(6, 0.014221282), (98, 0.9715244)]', '[(8, 0.07890697), (10, 0.13246804), (57, 0.37906137), (86, 0.39559796)]', '[(23, 0.53178704), (27, 0.44619513)]', '[(39, 0.25768125), (46, 0.39427194), (87, 0.33372873)]', '[(22, 0.54511404), (43, 0.43435338)]', '[(7, 0.56627613), (39, 0.41443792)]', '[(1, 0.26395497), (46, 0.7223831)]', '[(19, 0.02437125), (22, 0.08051328), (36, 0.66245764), (55, 0.21927388)]', '[(38, 0.21545425), (52, 0.48116934), (73, 0.012450812), (87, 0.2727431)]', '[(68, 0.39073718), (84, 0.41655445), (88, 0.106735766), (94, 0.06750119)]', '[(56, 0.97972095)]', '[(23, 0.17559548), (98, 0.8043299)]', '[(14, 0.7304059), (65, 0.18642688), (98, 0.067463174)]', '[(85, 0.84356564), (93, 0.13635384)]', '[(18, 0.9745206)]', '[(28, 0.8914961), (65, 0.08327951)]', '[(12, 0.07150317), (45, 0.2737975), (90, 0.49210855), (92, 0.14538306)]', '[(3, 0.1992676), (4, 0.7340644), (69, 0.04928135)]', '[(30, 0.36134768), (58, 0.615777)]', '[(33, 0.38487267), (49, 0.5462981), (83, 0.046183668)]', '[(51, 0.78224707), (92, 0.19433185)]', '[(73, 0.7003952), (85, 0.27618253)]', '[(21, 0.49326983), (97, 0.48150748)]', '[(14, 0.14686264), (29, 0.8279171)]', '[(20, 0.8110667), (77, 0.16754988)]', '[(72, 0.27345416), (75, 0.6058728), (96, 0.09950596)]', '[(20, 0.09512624), (37, 0.32698536), (39, 0.030971538), (46, 0.52486074)]', '[(44, 0.41369113), (45, 0.14786), (75, 0.23064977), (93, 0.19089285)]', '[(28, 0.8290787), (58, 0.15479696)]', '[(70, 0.58434296), (76, 0.39953163)]', '[(33, 0.43146902), (49, 0.15408817), (69, 0.39821643)]', '[(5, 0.4516839), (18, 0.28133205), (94, 0.25075662)]', '[(16, 0.4660025), (22, 0.15369888), (71, 0.01597121), (88, 0.3461454)]', '[(57, 0.726315), (90, 0.25512683)]', '[(50, 0.1550202), (53, 0.8256936)]', '[(85, 0.22907631), (90, 0.7516364)]', '[(52, 0.48402646), (79, 0.49840775)]', '[(72, 0.9822558)]', '[(15, 0.9517523), (28, 0.030985294)]', '[(62, 0.9825673)]', '[(83, 0.96573967)]', '[(60, 0.8372608), (96, 0.12882)]']"
JBI1134,2010-01-03,,
JBI1134,2010-01-04,,
JBR1940,2010-01-02,,
JBR1940,2010-01-03,,
JBR1940,2010-01-04,,
JCB0544,2010-01-02,,
JCB0544,2010-01-03,,
JCB0544,2010-01-04,,
JCC0016,2010-01-02,,
JCC0016,2010-01-03,,
JCC0016,2010-01-04,,
JDB1163,2010-01-02,"[16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]","['[(27, 0.410492), (36, 0.5614043)]', '[(13, 0.08106221), (26, 0.29394358), (52, 0.5971761)]', '[(45, 0.9774174)]', '[(20, 0.36400706), (43, 0.6136367)]', '[(21, 0.9774195)]', '[(24, 0.61047167), (39, 0.36717215)]', '[(14, 0.60003424), (28, 0.3785822)]', '[(31, 0.97839934)]', '[(28, 0.5460065), (97, 0.43163878)]', '[(9, 0.26684752), (58, 0.710797)]', '[(43, 0.20668766), (76, 0.04321204), (94, 0.73301846)]', '[(20, 0.7729875), (39, 0.20975517)]', '[(3, 0.72935104), (6, 0.25551444)]', '[(4, 0.25377813), (88, 0.7310886)]', '[(10, 0.83471024), (75, 0.14343117)]', '[(4, 0.19348513), (81, 0.78465754)]']"
JDB1163,2010-01-03,,
JDB1163,2010-01-04,,
JDC0326,2010-01-02,,
JDC0326,2010-01-03,,
JDC0326,2010-01-04,,
JDG0255,2010-01-02,,
JDG0255,2010-01-03,,
JDG0255,2010-01-04,,
JDJ1949,2010-01-02,,
JDJ1949,2010-01-03,,
JDJ1949,2010-01-04,,
JDR0927,2010-01-02,,
JDR0927,2010-01-03,,
JDR0927,2010-01-04,,
JEC1427,2010-01-02,,
JEC1427,2010-01-03,,
JEC1427,2010-01-04,,
JIL1675,2010-01-02,"[16, 16, 16, 16, 16, 16]","['[(5, 0.08155807), (99, 0.9005573)]', '[(0, 0.21577856), (1, 0.38191083), (35, 0.38460782)]', '[(30, 0.97451955)]', '[(17, 0.5350101), (90, 0.43976817)]', '[(75, 0.74207807), (84, 0.24035813)]', '[(66, 0.45585668), (86, 0.5265786)]']"
JIL1675,2010-01-03,,
JIL1675,2010-01-04,,
JLD1666,2010-01-02,,
JLD1666,2010-01-03,,
JLD1666,2010-01-04,,
JLL1975,2010-01-02,,
JLL1975,2010-01-03,,
JLL1975,2010-01-04,,
JMA0540,2010-01-02,,
JMA0540,2010-01-03,,
JMA0540,2010-01-04,,
JMM0613,2010-01-02,"[16, 16, 16, 16]","['[(36, 0.7686497), (65, 0.21278913)]', '[(59, 0.6629809), (92, 0.31846032)]', '[(3, 0.601484), (81, 0.36572534)]', '[(35, 0.09222797), (61, 0.87498164)]']"
JMM0613,2010-01-03,,
JMM0613,2010-01-04,,
JMV1450,2010-01-02,,
JMV1450,2010-01-03,,
JMV1450,2010-01-04,,
JOE1672,2010-01-02,,
JOE1672,2010-01-03,,
JOE1672,2010-01-04,,
JRC1963,2010-01-02,"[16, 16, 16, 16]","['[(36, 0.06683503), (68, 0.9142482)]', '[(4, 0.17885324), (10, 0.687585), (25, 0.11483775)]', '[(5, 0.51732177), (15, 0.120633386), (54, 0.344342)]', '[(16, 0.110799715), (49, 0.65515894), (51, 0.21633923)]']"
JRC1963,2010-01-03,,
JRC1963,2010-01-04,,
